State,Year,StateCode,Population,AllOpioids,AllOpioidsRate,AllOpioidsRatePer100k,T40.1,T40.1Rate,T40.1RatePer100k,T40.2,T40.2Rate,T40.2RatePer100k,T40.3,T40.3Rate,T40.3RatePer100k,T40.4,T40.4Rate,T40.4RatePer100k,T40.6,T40.6Rate,T40.6RatePer100k,fracwhite,fracblack,fracother,yr_st_age_0_15,yr_st_age_16_35,yr_st_age_36_64,yr_st_age_65plus
Oregon,2001,41,3467937,198,5.70945E-05,5.709446279,80,2.30685E-05,2.306846981,43,1.23993E-05,1.239930252,53,1.52829E-05,1.528286125,16,4.61369E-06,0.461369396,28,8.07396E-06,0.807396443,0.9156407,0.0175402,0.0668191,0.2446766,0.2551346,0.3777141,0.1224746
Pennsylvania,2001,42,12298970,266,2.16278E-05,2.162782737,123,1.00008E-05,1.000083747,75,6.09807E-06,0.609807163,17,1.38223E-06,0.138222957,28,2.27661E-06,0.227661341,44,3.57754E-06,0.357753535,0.8742871,0.093232,0.0324809,0.2324767,0.231234,0.3879223,0.1483669
Rhode Island,2001,44,1057142,86,8.13514E-05,8.135141731,0,0,0,19,1.7973E-05,1.797298755,10,9.45947E-06,0.945946713,3,2.83784E-06,0.283784014,62,5.86487E-05,5.86486962,0.8700517,0.0510668,0.0788815,0.2443316,0.2365607,0.3801377,0.13897
South Carolina,2001,45,4064995,89,2.18942E-05,2.189424587,5,1.23001E-06,0.123001381,59,1.45142E-05,1.451416299,15,3.69004E-06,0.369004144,7,1.72202E-06,0.172201934,9,2.21402E-06,0.221402486,0.6946667,0.2879226,0.0174107,0.2631806,0.2462391,0.3766168,0.1139635
South Dakota,2001,46,757972,10,1.31931E-05,1.319309948,0,0,0,4,5.27724E-06,0.527723979,1,1.31931E-06,0.131930995,5,6.59655E-06,0.659654974,0,0,0,0.9401071,0.0105152,0.0493777,0.2456523,0.2533384,0.3745317,0.1264776
Tennessee,2001,47,5750789,145,2.52139E-05,2.521393151,4,6.95557E-07,0.069555673,90,1.565E-05,1.565002646,21,3.65167E-06,0.365167284,11,1.91278E-06,0.191278101,37,6.4339E-06,0.643389977,0.8263211,0.1538374,0.0198414,0.2553385,0.2513058,0.3808897,0.1124661
Texas,2001,48,21319622,602,2.82369E-05,2.823689838,186,8.72436E-06,0.872435731,228,1.06944E-05,1.069437347,94,4.40908E-06,0.44090838,82,3.84622E-06,0.384622204,71,3.33027E-06,0.333026542,0.7498751,0.1046811,0.1454437,0.294242,0.2701435,0.3430676,0.0925469
Utah,2001,49,2283715,167,7.31265E-05,7.31264628,40,1.75153E-05,1.751532043,105,4.59777E-05,4.597771613,42,1.83911E-05,1.839108645,5,2.18942E-06,0.218941505,35,1.53259E-05,1.532590538,0.9394984,0.0100076,0.050494,0.3158312,0.3101697,0.2925666,0.0814325
Vermont,2001,50,612223,39,6.37023E-05,6.370227842,9,1.47005E-05,1.470052579,25,4.08348E-05,4.083479386,4,6.53357E-06,0.653356702,5,8.16696E-06,0.816695877,10,1.63339E-05,1.633391754,0.9810147,0.006306,0.0126793,0.2231776,0.2258929,0.4260933,0.1248362
Virginia,2001,51,7198362,326,4.52881E-05,4.528808082,96,1.33364E-05,1.333636736,147,2.04213E-05,2.042131252,74,1.02801E-05,1.02801165,32,4.44546E-06,0.444545579,40,5.55682E-06,0.555681973,0.7531295,0.1894113,0.0574592,0.2588099,0.2477592,0.3866425,0.1067883
Washington,2001,53,5985722,332,5.54653E-05,5.546532231,49,8.18615E-06,0.818614697,122,2.03818E-05,2.038183531,84,1.40334E-05,1.40333948,28,4.6778E-06,0.467779827,96,1.60382E-05,1.603816549,0.8576641,0.0366388,0.1056971,0.2520417,0.2618161,0.3797154,0.1064268
West Virginia,2001,54,1801481,150,8.32648E-05,8.326482489,6,3.33059E-06,0.3330593,79,4.38528E-05,4.385280777,39,2.16489E-05,2.164885447,41,2.27591E-05,2.275905214,10,5.55099E-06,0.555098833,0.9651145,0.0280157,0.0068698,0.2196346,0.2392185,0.3970894,0.1440575
Wisconsin,2001,55,5406835,143,2.6448E-05,2.644800516,24,4.43883E-06,0.443882604,69,1.27616E-05,1.276162487,21,3.88397E-06,0.388397279,24,4.43883E-06,0.443882604,14,2.58932E-06,0.258931519,0.9114906,0.0502164,0.038293,0.2446977,0.2460272,0.3880963,0.1211788
Wyoming,2001,56,494657,6,1.21296E-05,1.212961709,2,4.04321E-06,0.40432057,2,4.04321E-06,0.40432057,0,0,0,1,2.0216E-06,0.202160285,2,4.04321E-06,0.40432057,0.945985,0.0104725,0.0435425,0.2512735,0.2464954,0.3911219,0.1111092
Alabama,2000,1,4447100,46,1.03438E-05,1.034381957,0,0,0,26,5.84651E-06,0.584650671,13,2.92325E-06,0.292325336,13,2.92325E-06,0.292325336,2,4.49731E-07,0.044973129,0.725867,0.2690374,0.0050956,0.2329072,0.2853945,0.3682043,0.1134939
Alaska,2000,2,626932,27,4.30669E-05,4.306687169,1,1.59507E-06,0.159506932,21,3.34965E-05,3.349645576,7,1.11655E-05,1.116548525,1,1.59507E-06,0.159506932,3,4.78521E-06,0.478520797,0.7464217,0.0362033,0.217375,0.3000271,0.2818168,0.371563,0.0465931
Arizona,2000,4,5130632,249,4.8532E-05,4.85320327,15,2.92362E-06,0.292361643,96,1.87111E-05,1.871114514,18,3.50834E-06,0.350833971,17,3.31343E-06,0.331343195,121,2.35838E-05,2.358383918,0.9310911,0.0274531,0.0414557,0.2525133,0.2876806,0.3485188,0.1112874
Arkansas,2000,5,2673400,20,7.48111E-06,0.74811102,3,1.12217E-06,0.112216653,8,2.99244E-06,0.299244408,3,1.12217E-06,0.112216653,5,1.87028E-06,0.187027755,2,7.48111E-07,0.074811102,0.7981498,0.1848414,0.0170088,0.2356095,0.2716605,0.3621277,0.1306023
California,2000,6,33871648,1105,3.26232E-05,3.262315433,346,1.0215E-05,1.021503294,671,1.98101E-05,1.981007833,56,1.6533E-06,0.165330013,73,2.15519E-06,0.215519481,239,7.05605E-06,0.705604876,0.8054342,0.0588594,0.1357064,0.2496908,0.3063068,0.3498745,0.0941279
Colorado,2000,8,4301261,184,4.27782E-05,4.277815273,38,8.83462E-06,0.88346185,63,1.46469E-05,1.464686751,17,3.95233E-06,0.395232933,25,5.81225E-06,0.581224901,71,1.65068E-05,1.65067872,0.9207859,0.0409486,0.0382655,0.2542733,0.2981696,0.3671829,0.0803742
Connecticut,2000,9,3405565,173,5.07992E-05,5.079920659,113,3.3181E-05,3.318098465,9,2.64273E-06,0.264273329,16,4.69819E-06,0.469819252,3,8.80911E-07,0.08809111,36,1.05709E-05,1.057093316,0.8485885,0.1292427,0.0221688,0.2512417,0.2322991,0.386697,0.1297622
Delaware,2000,10,783600,36,4.59418E-05,4.594180704,6,7.65697E-06,0.765696784,7,8.93313E-06,0.893312915,5,6.38081E-06,0.638080653,9,1.14855E-05,1.148545176,14,1.78663E-05,1.78662583,0.7408694,0.2434456,0.015685,0.2380431,0.2707542,0.3866444,0.1045583
District of Columbia,2000,11,572059,43,7.51671E-05,7.516707193,7,1.22365E-05,1.223650008,7,1.22365E-05,1.223650008,1,1.74807E-06,0.174807144,0,0,0,28,4.8946E-05,4.894600033,0.3382467,0.6437158,0.0180375,0.1867204,0.337243,0.3480106,0.128026
Florida,2000,12,15982378,571,3.57268E-05,3.572684866,171,1.06993E-05,1.069928392,249,1.55797E-05,1.557965905,53,3.31615E-06,0.331615233,85,5.31836E-06,0.531835751,68,4.25469E-06,0.4254686,0.8330287,0.1492725,0.0176988,0.2078285,0.2608484,0.3688717,0.1624514
Georgia,2000,13,8186453,134,1.63685E-05,1.636850538,3,3.66459E-07,0.036645908,69,8.42856E-06,0.842855874,19,2.32091E-06,0.232090748,14,1.71014E-06,0.171014235,37,4.51966E-06,0.451966193,0.630934,0.352395,0.016671,0.2410257,0.3047164,0.3640105,0.0902474
Hawaii,2000,15,1211537,31,2.55873E-05,2.558733245,5,4.12699E-06,0.412698911,25,2.06349E-05,2.063494553,3,2.47619E-06,0.247619346,1,8.25398E-07,0.082539782,2,1.6508E-06,0.165079564,0.2630042,0.0196722,0.7173236,0.2491138,0.2865671,0.3528773,0.1114419
Idaho,2000,16,1293953,29,2.24119E-05,2.241194232,4,3.0913E-06,0.309130239,17,1.3138E-05,1.313803515,4,3.0913E-06,0.309130239,1,7.72826E-07,0.07728256,5,3.86413E-06,0.386412799,0.9673372,0.0078615,0.0248013,0.2460937,0.2912866,0.353063,0.1095566
Illinois,2000,17,12419293,629,5.0647E-05,5.064700543,35,2.8182E-06,0.281819585,51,4.10651E-06,0.410651395,63,5.07275E-06,0.507275253,26,2.09352E-06,0.209351692,491,3.95353E-05,3.953526179,0.8066491,0.1595555,0.0337954,0.2461583,0.2932882,0.3595167,0.1010369
Indiana,2000,18,6080485,47,7.72965E-06,0.772964657,5,8.22303E-07,0.082230283,17,2.79583E-06,0.279582961,6,9.86763E-07,0.098676339,13,2.13799E-06,0.213798735,12,1.97353E-06,0.197352678,0.9015984,0.0835099,0.0148917,0.2334406,0.2518485,0.4010934,0.1136176
Iowa,2000,19,2926324,19,6.49279E-06,0.649278754,3,1.02518E-06,0.102517698,6,2.05035E-06,0.205035396,1,3.41726E-07,0.034172566,6,2.05035E-06,0.205035396,4,1.3669E-06,0.136690264,0.9602973,0.0247891,0.0149135,0.2274618,0.275115,0.368916,0.1285072
Kansas,2000,20,2688418,23,8.55522E-06,0.855521723,1,3.71966E-07,0.037196597,10,3.71966E-06,0.371965967,5,1.85983E-06,0.185982983,7,2.60376E-06,0.260376177,2,7.43932E-07,0.074393193,0.8963714,0.0696069,0.0340217,0.2327134,0.2978958,0.3480666,0.1213242
Kentucky,2000,21,4041769,94,2.32571E-05,2.32571431,2,4.94833E-07,0.049483283,52,1.28657E-05,1.286565363,29,7.17508E-06,0.717507606,5,1.23708E-06,0.123708208,31,7.66991E-06,0.766990889,0.8902948,0.0997667,0.0099384,0.2060378,0.2618747,0.4262557,0.1058318
Louisiana,2000,22,4468976,53,1.18595E-05,1.185954008,1,2.23765E-07,0.022376491,24,5.37036E-06,0.537035777,5,1.11882E-06,0.111882454,7,1.56635E-06,0.156635435,21,4.69906E-06,0.469906305,0.6502923,0.3405247,0.0091831,0.2321899,0.3052916,0.367856,0.0946625
Maine,2000,23,1274923,42,3.29432E-05,3.294316598,1,7.84361E-07,0.078436109,10,7.84361E-06,0.784361095,20,1.56872E-05,1.568722189,6,4.70617E-06,0.470616657,8,6.27489E-06,0.627488876,0.9857524,0.0024139,0.0118337,0.2196782,0.2577143,0.4119335,0.110674
Maryland,2000,24,5296486,497,9.38358E-05,9.383579981,5,9.44022E-07,0.094402213,20,3.77609E-06,0.377608852,18,3.39848E-06,0.339847967,8,1.51044E-06,0.151043541,449,8.47732E-05,8.477318735,0.6708857,0.2871888,0.0419254,0.2147795,0.2679493,0.3973841,0.1198872
Massachusetts,2000,25,6349097,319,5.02434E-05,5.024336532,9,1.41752E-06,0.141752441,31,4.88258E-06,0.488258409,8,1.26002E-06,0.12600217,16,2.52004E-06,0.25200434,260,4.09507E-05,4.095070527,0.8807407,0.0782641,0.0409952,0.2238089,0.2728158,0.389035,0.1143404
Michigan,2000,26,9938444,196,1.97214E-05,1.972139703,99,9.96132E-06,0.996131789,47,4.72911E-06,0.472911051,15,1.50929E-06,0.150929059,18,1.81115E-06,0.181114871,23,2.31425E-06,0.231424557,0.8245398,0.1482286,0.0272316,0.2601073,0.27151,0.3678737,0.100509
Minnesota,2000,27,4919479,69,1.40259E-05,1.40258755,2,4.06547E-07,0.040654712,19,3.8622E-06,0.38621976,7,1.42291E-06,0.142291491,9,1.82946E-06,0.182946202,35,7.11457E-06,0.711457453,0.9228212,0.0234291,0.0537497,0.2505423,0.2769088,0.365624,0.1069249
Mississippi,2000,28,2844658,14,4.92151E-06,0.49215055,5,1.75768E-06,0.175768054,6,2.10922E-06,0.210921664,1,3.51536E-07,0.035153611,2,7.03072E-07,0.070307221,1,3.51536E-07,0.035153611,0.6197378,0.3719273,0.0083349,0.2384407,0.2767262,0.3692788,0.1155543
Missouri,2000,29,5595211,138,2.46639E-05,2.466394922,48,8.57876E-06,0.857876495,54,9.65111E-06,0.965111057,14,2.50214E-06,0.250213978,29,5.183E-06,0.518300382,12,2.14469E-06,0.214469124,0.8703025,0.1068345,0.022863,0.237019,0.2862049,0.3726241,0.104152
Montana,2000,30,902195,13,1.44093E-05,1.440930176,2,2.21682E-06,0.221681566,8,8.86726E-06,0.886726262,3,3.32522E-06,0.332522348,0,0,0,0,0,0,0.9176507,0.0014304,0.0809189,0.2348362,0.2686152,0.3863546,0.1101939
Nebraska,2000,31,1711263,16,9.34982E-06,0.93498194,1,5.84364E-07,0.058436371,7,4.09055E-06,0.409054599,2,1.16873E-06,0.116872743,6,3.50618E-06,0.350618228,1,5.84364E-07,0.058436371,0.9338142,0.0406884,0.0254974,0.2419649,0.2746976,0.3655172,0.1178203
Nevada,2000,32,1998257,203,0.000101589,10.15885344,42,2.10183E-05,2.101831746,110,5.5048E-05,5.504797431,29,1.45126E-05,1.451264777,15,7.50654E-06,0.750654195,24,1.20105E-05,1.201046712,0.8846952,0.0558737,0.0594311,0.2797397,0.2587745,0.370334,0.0911517
New Hampshire,2000,33,1235786,29,2.34668E-05,2.34668462,0,0,0,9,7.28281E-06,0.728281434,7,5.66441E-06,0.566441115,3,2.4276E-06,0.242760478,13,1.05196E-05,1.051962071,0.9733263,0.0102014,0.0164723,0.2590735,0.2547483,0.3889732,0.097205
New Jersey,2000,34,8414350,363,4.31406E-05,4.314058721,215,2.55516E-05,2.555158747,78,9.26988E-06,0.926987824,18,2.1392E-06,0.213920267,19,2.25805E-06,0.225804726,67,7.96259E-06,0.796258772,0.790358,0.1545352,0.0551068,0.2228525,0.2685095,0.3895021,0.1191359
New Mexico,2000,35,1819046,190,0.00010445,10.44503547,41,2.25393E-05,2.253928708,105,5.77226E-05,5.772256447,26,1.42932E-05,1.429320644,20,1.09948E-05,1.099477418,12,6.59686E-06,0.659686451,0.8346164,0.0138014,0.1515822,0.2676457,0.2502972,0.3576684,0.1243886
New York,2000,36,18976457,521,2.74551E-05,2.745507236,29,1.52821E-06,0.15282094,37,1.94978E-06,0.194978441,100,5.26969E-06,0.526968759,17,8.95847E-07,0.089584689,405,2.13422E-05,2.134223475,0.773336,0.1688128,0.0578512,0.2364706,0.2763424,0.3740056,0.1131815
North Carolina,2000,37,8049313,292,3.62764E-05,3.627638781,41,5.0936E-06,0.50936024,117,1.45354E-05,1.453540197,91,1.13053E-05,1.130531264,49,6.08748E-06,0.608747604,12,1.49081E-06,0.149081046,0.7374184,0.2278886,0.034693,0.2264418,0.2848446,0.3825475,0.1061661
North Dakota,2000,38,642200,6,9.34288E-06,0.934288384,0,0,0,3,4.67144E-06,0.467144192,1,1.55715E-06,0.155714731,3,4.67144E-06,0.467144192,1,1.55715E-06,0.155714731,0.916492,0.004536,0.078972,0.2199962,0.2531966,0.3859301,0.1408771
Ohio,2000,39,11353140,270,2.3782E-05,2.378196693,81,7.13459E-06,0.713459008,114,1.00413E-05,1.004127492,21,1.84971E-06,0.184970854,37,3.25901E-06,0.325901028,42,3.69942E-06,0.369941708,0.8558355,0.1293188,0.0148457,0.2410581,0.2758491,0.367937,0.1151558
Oklahoma,2000,40,3450654,136,3.94128E-05,3.941281856,12,3.4776E-06,0.347760164,74,2.14452E-05,2.14452101,40,1.1592E-05,1.159200546,27,7.8246E-06,0.782460368,4,1.1592E-06,0.115920055,0.8072837,0.0893664,0.1033499,0.2137068,0.2725566,0.379967,0.1337696
Oregon,2000,41,3421399,178,5.20255E-05,5.202550185,94,2.74741E-05,2.747414143,29,8.47606E-06,0.847606491,32,9.3529E-06,0.935289921,6,1.75367E-06,0.17536686,30,8.76834E-06,0.876834301,0.9351847,0.0148043,0.050011,0.2424912,0.2686692,0.3869451,0.1018944
Pennsylvania,2000,42,12281054,330,2.68707E-05,2.687065784,147,1.19697E-05,1.196965668,104,8.46833E-06,0.846832853,20,1.62852E-06,0.162852472,32,2.60564E-06,0.260563955,66,5.37413E-06,0.537413157,0.8789523,0.1021043,0.0189434,0.2144461,0.2494129,0.3958357,0.1403053
Rhode Island,2000,44,1048319,61,5.81884E-05,5.818839494,2,1.90782E-06,0.190781623,7,6.67736E-06,0.66773568,8,7.63126E-06,0.763126491,2,1.90782E-06,0.190781623,46,4.38798E-05,4.387977324,0.9124313,0.0498148,0.0377539,0.2380562,0.2774092,0.3490593,0.1354754
South Carolina,2000,45,4012012,90,2.24326E-05,2.24326348,11,2.74177E-06,0.274176648,43,1.07178E-05,1.07178144,13,3.24027E-06,0.324026947,20,4.98503E-06,0.498502996,10,2.49251E-06,0.249251498,0.7368478,0.2550716,0.0080806,0.2057581,0.2550511,0.4228507,0.1163401
South Dakota,2000,46,754844,4,5.29911E-06,0.529910816,0,0,0,2,2.64955E-06,0.264955408,0,0,0,2,2.64955E-06,0.264955408,0,0,0,0.9167513,0.0209567,0.062292,0.2196581,0.2982645,0.3539665,0.1281109
Tennessee,2000,47,5689283,103,1.81042E-05,1.810421454,6,1.05461E-06,0.105461444,55,9.6673E-06,0.966729903,15,2.63654E-06,0.26365361,17,2.98807E-06,0.298807424,26,4.57E-06,0.45699959,0.8105369,0.1743149,0.0151482,0.2262996,0.3011982,0.3771107,0.0953915
Texas,2000,48,20851820,457,2.19166E-05,2.191655213,132,6.33038E-06,0.633038267,164,7.86502E-06,0.78650209,61,2.9254E-06,0.292540411,52,2.49379E-06,0.249378711,80,3.8366E-06,0.383659556,0.8346871,0.1221495,0.0431634,0.2499621,0.294665,0.3620944,0.0932785
Utah,2000,49,2233169,159,7.11993E-05,7.119926884,47,2.10463E-05,2.104632475,107,4.7914E-05,4.791397337,28,1.25382E-05,1.253823602,12,5.37353E-06,0.537352972,15,6.71691E-06,0.671691215,0.9608193,0.0080413,0.0311394,0.2978863,0.321221,0.3165021,0.0643906
Vermont,2000,50,608827,24,3.94201E-05,3.942006514,9,1.47825E-05,1.478252443,16,2.628E-05,2.628004343,2,3.28501E-06,0.328500543,1,1.6425E-06,0.164250271,6,9.85502E-06,0.985501629,0.972646,0.0004202,0.0269338,0.2259036,0.286017,0.4012721,0.0868072
Virginia,2000,51,7078515,260,3.67309E-05,3.673086799,67,9.46526E-06,0.946526213,108,1.52574E-05,1.525743747,38,5.36836E-06,0.536835763,26,3.67309E-06,0.36730868,65,9.18272E-06,0.9182717,0.7575364,0.2068741,0.0355895,0.2276046,0.2552728,0.4089497,0.108173
Washington,2000,53,5894121,374,6.34531E-05,6.345305772,61,1.03493E-05,1.034929551,106,1.7984E-05,1.798402171,68,1.15369E-05,1.153691958,24,4.07185E-06,0.407185397,174,2.95209E-05,2.952094129,0.8952713,0.0312519,0.0734768,0.2267241,0.2902659,0.3922726,0.0907374
West Virginia,2000,54,1808344,52,2.87556E-05,2.875559075,2,1.10598E-06,0.110598426,25,1.38248E-05,1.382480325,8,4.42394E-06,0.442393704,9,4.97693E-06,0.497692917,11,6.08291E-06,0.608291343,0.9590682,0.0359192,0.0050127,0.1799535,0.2767156,0.3873117,0.1560192
Wisconsin,2000,55,5363675,117,2.18134E-05,2.181340219,31,5.77962E-06,0.577961938,52,9.69485E-06,0.969484542,19,3.54235E-06,0.354234736,23,4.2881E-06,0.42881047,5,9.32197E-07,0.093219667,0.8987398,0.0558102,0.04545,0.2579537,0.2692608,0.3728362,0.0999493
Wyoming,2000,56,493782,10,2.02519E-05,2.025185203,0,0,0,4,8.10074E-06,0.810074081,3,6.07556E-06,0.607555561,0,0,0,5,1.01259E-05,1.012592602,0.9709168,0.011036,0.0180471,0.2340187,0.2732803,0.3923325,0.1003686
Alabama,1999,1,4430141,39,8.80333E-06,0.880333154,2,4.51453E-07,0.04514529,12,2.70872E-06,0.27087174,16,3.61162E-06,0.36116232,11,2.48299E-06,0.248299095,3,6.77179E-07,0.067717935,0.7194396,0.2709889,0.0095716,0.1989927,0.3066314,0.3745313,0.1198446
Alaska,1999,2,624779,28,4.48158E-05,4.481584688,4,6.40226E-06,0.640226384,11,1.76062E-05,1.760622556,4,6.40226E-06,0.640226384,2,3.20113E-06,0.320113192,8,1.28045E-05,1.280452768,0.7533903,0.0365826,0.2100272,0.3139043,0.2925111,0.3466553,0.0469293
Arizona,1999,4,5023823,250,4.97629E-05,4.976289969,27,5.37439E-06,0.537439317,86,1.71184E-05,1.711843749,22,4.37914E-06,0.437913517,23,4.57819E-06,0.457818677,103,2.05023E-05,2.050231467,0.9326659,0.0311458,0.0361883,0.2598989,0.2952836,0.342355,0.1024625
Arkansas,1999,5,2651860,29,1.09357E-05,1.093572059,2,7.54188E-07,0.075418763,7,2.63966E-06,0.263965669,10,3.77094E-06,0.377093813,6,2.26256E-06,0.226256288,5,1.88547E-06,0.188546907,0.8079665,0.1733389,0.0186945,0.2388332,0.2761765,0.3475248,0.1374654
California,1999,6,33499204,1598,4.77026E-05,4.770262601,489,1.45974E-05,1.459736178,991,2.95828E-05,2.958279247,80,2.38812E-06,0.238811645,93,2.77619E-06,0.277618537,349,1.04182E-05,1.0418158,0.8003159,0.0651488,0.1345354,0.2507336,0.3002226,0.3510382,0.0980055
Colorado,1999,8,4226018,169,3.99904E-05,3.999036445,43,1.01751E-05,1.017506314,43,1.01751E-05,1.017506314,16,3.78607E-06,0.378607001,24,5.67911E-06,0.567910501,60,1.41978E-05,1.419776253,0.9374677,0.0287379,0.0337944,0.2247236,0.3182918,0.3751299,0.0818547
Connecticut,1999,9,3386401,158,4.66572E-05,4.665720333,98,2.89393E-05,2.893927801,12,3.54359E-06,0.354358506,14,4.13418E-06,0.413418257,8,2.36239E-06,0.236239004,31,9.15426E-06,0.915426141,0.8586475,0.1217489,0.0196036,0.2277206,0.2281076,0.4240899,0.1200819
Delaware,1999,10,774990,32,4.12909E-05,4.129085537,14,1.80647E-05,1.806474922,6,7.74204E-06,0.774203538,1,1.29034E-06,0.129033923,2,2.58068E-06,0.258067846,12,1.54841E-05,1.548407076,0.7315145,0.2532892,0.0151963,0.2518072,0.2725644,0.344303,0.1313254
District of Columbia,1999,11,570213,28,4.91045E-05,4.910445746,19,3.33209E-05,3.332088185,0,0,0,0,0,0,0,0,0,9,1.57836E-05,1.578357561,0.3163228,0.6511871,0.0324901,0.1888465,0.3280324,0.3464534,0.1366677
Florida,1999,12,15759421,417,2.64604E-05,2.646036298,127,8.05867E-06,0.80586717,163,1.0343E-05,1.034301958,36,2.28435E-06,0.228434788,59,3.74379E-06,0.374379236,61,3.8707E-06,0.387070058,0.8200434,0.1581136,0.021843,0.1981465,0.2732471,0.3567028,0.1719036
Georgia,1999,13,8045965,85,1.05643E-05,1.056430149,3,3.72858E-07,0.03728577,27,3.35572E-06,0.33557193,14,1.74E-06,0.17400026,11,1.36714E-06,0.13671449,32,3.97715E-06,0.397714879,0.645847,0.3332022,0.0209509,0.2340307,0.2983317,0.3773934,0.0902442
Hawaii,1999,15,1210300,34,2.80922E-05,2.809220854,4,3.30497E-06,0.330496571,25,2.0656E-05,2.065603569,5,4.13121E-06,0.413120714,2,1.65248E-06,0.165248286,3,2.47872E-06,0.247872428,0.2515876,0.0320491,0.7163633,0.2314656,0.294606,0.345064,0.1288644
Idaho,1999,16,1275674,32,2.50848E-05,2.508477871,6,4.7034E-06,0.470339601,11,8.62289E-06,0.862289268,4,3.1356E-06,0.313559734,5,3.9195E-06,0.391949667,8,6.27119E-06,0.627119468,0.9748778,0.0025759,0.0225463,0.2745351,0.2887979,0.3405676,0.0960994
Illinois,1999,17,12359020,544,4.40164E-05,4.401643496,31,2.50829E-06,0.250828949,46,3.72198E-06,0.372197796,31,2.50829E-06,0.250828949,27,2.18464E-06,0.218463924,431,3.48733E-05,3.48733152,0.8101941,0.1602681,0.0295378,0.2612173,0.2926468,0.3462253,0.0999107
Indiana,1999,18,6044969,49,8.10591E-06,0.810591419,3,4.9628E-07,0.049628046,18,2.97768E-06,0.297768276,5,8.27134E-07,0.08271341,7,1.15799E-06,0.115798774,15,2.4814E-06,0.24814023,0.9346419,0.0570515,0.0083065,0.2326259,0.2716213,0.3861822,0.1095707
Iowa,1999,19,2917634,15,5.14115E-06,0.514115204,3,1.02823E-06,0.102823041,7,2.3992E-06,0.239920429,2,6.85487E-07,0.068548694,3,1.02823E-06,0.102823041,1,3.42743E-07,0.034274347,0.9597098,0.0184446,0.0218455,0.2334588,0.2776312,0.3536899,0.13522
Kansas,1999,20,2678338,26,9.70751E-06,0.970751264,2,7.46732E-07,0.074673174,10,3.73366E-06,0.373365871,4,1.49346E-06,0.149346348,9,3.36029E-06,0.336029284,2,7.46732E-07,0.074673174,0.8834162,0.089539,0.0270448,0.2440077,0.2647844,0.3480727,0.1431352
Kentucky,1999,21,4018053,56,1.39371E-05,1.393709839,0,0,0,38,9.45732E-06,0.945731677,9,2.23989E-06,0.223989081,11,2.73764E-06,0.273764433,7,1.74214E-06,0.17421373,0.9043945,0.0885895,0.007016,0.2145948,0.2735724,0.4028454,0.1089873
Louisiana,1999,22,4460811,30,6.72523E-06,0.672523449,2,4.48349E-07,0.044834897,10,2.24174E-06,0.224174483,5,1.12087E-06,0.112087242,6,1.34505E-06,0.13450469,9,2.01757E-06,0.201757035,0.6374373,0.345129,0.0174336,0.2350046,0.3007164,0.3580556,0.1062234
Maine,1999,23,1266808,32,2.52603E-05,2.526033937,2,1.57877E-06,0.157877121,11,8.68324E-06,0.868324166,6,4.73631E-06,0.473631363,6,4.73631E-06,0.473631363,10,7.89386E-06,0.789385605,0.9850262,0.0007301,0.0142437,0.2246836,0.2326061,0.4189297,0.1237806
Maryland,1999,24,5254509,503,9.57273E-05,9.572730773,8,1.5225E-06,0.152250191,4,7.61251E-07,0.076125096,7,1.33219E-06,0.133218917,7,1.33219E-06,0.133218917,479,9.11598E-05,9.115980199,0.6652265,0.2716999,0.0630736,0.2081768,0.28373,0.3849926,0.1231006
Massachusetts,1999,25,6317345,346,5.47698E-05,5.476984398,19,3.00759E-06,0.300759259,31,4.90712E-06,0.490712475,11,1.74124E-06,0.174123781,11,1.74124E-06,0.174123781,278,4.40058E-05,4.40058284,0.8922704,0.0687762,0.0389534,0.218429,0.2854232,0.3771531,0.1189947
