State,Year,StateCode,Population,AllOpioids,AllOpioidsRate,AllOpioidsRatePer100k,T40.1,T40.1Rate,T40.1RatePer100k,T40.2,T40.2Rate,T40.2RatePer100k,T40.3,T40.3Rate,T40.3RatePer100k,T40.4,T40.4Rate,T40.4RatePer100k,T40.6,T40.6Rate,T40.6RatePer100k,fracwhite,fracblack,fracother,yr_st_age_0_15,yr_st_age_16_35,yr_st_age_36_64,yr_st_age_65plus
Nevada,2016,32,2940058,455,0.000154759,15.47588517,93,3.1632E-05,3.163202903,253,8.60527E-05,8.605272413,58,1.97275E-05,1.972750197,60,2.04078E-05,2.040776066,45,1.53058E-05,1.53058205,0.78002378,0.085621045,0.134355174,0.204725893,0.270289226,0.374939542,0.150045339
New Hampshire,2016,33,1334795,445,0.000333385,33.33845272,35,2.62213E-05,2.622125495,71,5.31917E-05,5.319168861,30,2.24754E-05,2.247536139,369,0.000276447,27.6446945,7,5.24425E-06,0.524425099,0.948233534,0.012430971,0.039335496,0.170357995,0.252330882,0.407394394,0.169916729
New Jersey,2016,34,8944469,1465,0.000163788,16.37883702,873,9.76022E-05,9.760221652,368,4.11427E-05,4.114274419,87,9.72668E-06,0.972668137,705,7.88197E-05,7.881965939,76,8.49687E-06,0.849687108,0.744606111,0.145816703,0.109577186,0.195369451,0.257375703,0.39379554,0.153459305
New Mexico,2016,35,2081015,368,0.000176837,17.6836784,169,8.12104E-05,8.12103709,162,7.78466E-05,7.784662773,44,2.11435E-05,2.114352852,78,3.74817E-05,3.748170965,10,4.80535E-06,0.480534739,0.835766099,0.023798805,0.140435096,0.208756304,0.27053385,0.356162257,0.164547589
New York,2016,36,19745289,3088,0.000156392,15.63917348,1329,6.73072E-05,6.730719414,925,4.68466E-05,4.684661744,305,1.54467E-05,1.544672251,1665,8.43239E-05,8.432391139,190,9.62255E-06,0.962254845,0.717390227,0.174322903,0.108286869,0.187071509,0.280731875,0.378615223,0.153581394
North Carolina,2016,37,10146788,1544,0.000152166,15.21663801,551,5.43029E-05,5.430289861,632,6.22857E-05,6.228572037,123,1.21221E-05,1.212206267,606,5.97233E-05,5.972333314,41,4.04069E-06,0.404068756,0.723434356,0.219009567,0.057556078,0.200359661,0.265817222,0.379147076,0.154676041
North Dakota,2016,38,757952,55,7.2564E-05,7.256396183,12,1.58321E-05,1.583213713,18,2.37482E-05,2.374820569,4,5.27738E-06,0.527737904,15,1.97902E-05,1.979017141,13,1.71515E-05,1.715148189,0.905655889,0.012263025,0.082081086,0.209781094,0.306412543,0.338679758,0.145126604
Ohio,2016,39,11614373,3688,0.000317538,31.7537589,1501,0.000129236,12.92364211,813,6.99995E-05,6.999947393,100,8.61002E-06,0.861002139,2328,0.000200441,20.0441298,193,1.66173E-05,1.661734129,0.837734204,0.12368227,0.038583526,0.198212508,0.261495735,0.377852597,0.162439161
Oklahoma,2016,40,3923561,452,0.000115201,11.52014713,53,1.35081E-05,1.350813712,292,7.44222E-05,7.442218943,47,1.19789E-05,1.197891405,98,2.49773E-05,2.497731015,7,1.78409E-06,0.178409358,0.760128818,0.07579456,0.164076622,0.218091423,0.277079673,0.35442013,0.150408774
Oregon,2016,41,4093465,324,7.91505E-05,7.91505485,117,2.85821E-05,2.858214251,135,3.29794E-05,3.297939521,47,1.14817E-05,1.148171537,45,1.09931E-05,1.099313174,23,5.61871E-06,0.561871178,0.888328443,0.019423796,0.092247761,0.187854055,0.268139828,0.375718859,0.168287258
Pennsylvania,2016,42,12784227,2264,0.000177093,17.70932259,932,7.29023E-05,7.290233504,648,5.06875E-05,5.068746042,116,9.07368E-06,0.907368119,1317,0.000103018,10.301757,92,7.19637E-06,0.719636784,0.839509985,0.112721089,0.047768926,0.18414199,0.261460783,0.380454681,0.173942547
Rhode Island,2016,44,1056426,281,0.000265991,26.59911816,26,2.46113E-05,2.461128371,90,8.51929E-05,8.519290513,29,2.7451E-05,2.745104721,182,0.000172279,17.22789859,47,4.44896E-05,4.448962824,0.864793405,0.071323726,0.063882869,0.17287155,0.280412447,0.382043797,0.164672206
South Carolina,2016,45,4961119,657,0.00013243,13.24298006,116,2.33818E-05,2.338182172,361,7.27658E-05,7.276584174,59,1.18925E-05,1.189247829,244,4.91825E-05,4.918245259,29,5.84546E-06,0.584545543,0.684085188,0.281678372,0.034236441,0.195932813,0.264346814,0.372372644,0.167347729
South Dakota,2016,46,865454,44,5.08404E-05,5.084036818,8,9.2437E-06,0.92437033,27,3.11975E-05,3.119749865,4,4.62185E-06,0.462185165,10,1.15546E-05,1.155462913,1,1.15546E-06,0.115546291,0.867977597,0.012936943,0.11908546,0.220438059,0.266558361,0.35261955,0.16038403
Tennessee,2016,47,6651194,1236,0.000185831,18.58312959,265,3.98425E-05,3.984247039,715,0.000107499,10.74994956,86,1.293E-05,1.293000926,404,6.0741E-05,6.074097373,40,6.01396E-06,0.601395779,0.796758169,0.16829378,0.034948051,0.199752255,0.26596157,0.376863011,0.157423163
Texas,2016,48,27862596,1434,5.14668E-05,5.146684824,547,1.96321E-05,1.963205439,524,1.88066E-05,1.880657495,145,5.20411E-06,0.520410948,258,9.25973E-06,0.925972583,130,4.66575E-06,0.466575333,0.810870475,0.122106641,0.067022883,0.232987694,0.289133145,0.357530002,0.120349159
Utah,2016,49,3051217,483,0.000158297,15.82974924,168,5.506E-05,5.505999737,334,0.000109465,10.94645186,43,1.40927E-05,1.409273742,73,2.39249E-05,2.392487981,20,6.55476E-06,0.655476159,0.92164797,0.012252319,0.066099711,0.269879199,0.307020772,0.317842356,0.105257673
Vermont,2016,50,624594,103,0.000164907,16.49071237,45,7.20468E-05,7.20468016,24,3.8425E-05,3.842496085,14,2.24146E-05,2.24145605,55,8.80572E-05,8.805720196,0,0,0,0.95661304,0.010317368,0.033069593,0.165661214,0.260532442,0.392997691,0.180808653
Virginia,2016,51,8411808,1145,0.000136118,13.61181805,453,5.38529E-05,5.385286968,352,4.18459E-05,4.184593847,78,9.27268E-06,0.927267955,650,7.72723E-05,7.727232956,51,6.06291E-06,0.606290586,0.715587405,0.197401483,0.087011113,0.197050622,0.27496669,0.381908978,0.14607371
Washington,2016,53,7288000,730,0.000100165,10.01646542,288,3.9517E-05,3.951701427,303,4.15752E-05,4.15751921,125,1.71515E-05,1.715148189,95,1.30351E-05,1.303512623,177,2.42865E-05,2.428649835,0.82314359,0.037524202,0.139332207,0.198724753,0.278234221,0.374706367,0.14833466
West Virginia,2016,54,1831102,765,0.000417781,41.7781205,237,0.00012943,12.94302557,344,0.000187865,18.78650124,33,1.80219E-05,1.802193433,443,0.000241931,24.19308154,12,6.55343E-06,0.655343067,0.942535702,0.034476636,0.022987662,0.180839189,0.24387773,0.387681844,0.187601237
Wisconsin,2016,55,5778708,877,0.000151764,15.17640275,391,6.76622E-05,6.766218331,334,5.77984E-05,5.779838677,67,1.15943E-05,1.159428717,290,5.01842E-05,5.018422803,42,7.26806E-06,0.726806061,0.885692878,0.064536997,0.049770124,0.196620767,0.262245817,0.380471552,0.160661864
Wyoming,2016,56,585501,52,8.88128E-05,8.881282867,9,1.53715E-05,1.537145112,27,4.61144E-05,4.611435335,0,0,0,9,1.53715E-05,1.537145112,14,2.39111E-05,2.391114618,0.938760809,0.009110651,0.052128539,0.212025257,0.273374426,0.364622776,0.149977541
Alabama,2015,1,4858979,292,6.00949E-05,6.009492941,111,2.28443E-05,2.284430536,90,1.85224E-05,1.852240975,43,8.8496E-06,0.884959577,73,1.50237E-05,1.502373235,23,4.7335E-06,0.473350471,0.703569611,0.263450534,0.032979855,0.200489094,0.266100384,0.375983312,0.15742721
Alaska,2015,2,738432,92,0.000124588,12.45883169,39,5.28146E-05,5.281461258,53,7.17737E-05,7.177370428,10,1.35422E-05,1.354220836,15,2.03133E-05,2.031331253,19,2.57302E-05,2.573019587,0.681289609,0.034412747,0.284297644,0.22590615,0.306211528,0.36910218,0.098780142
Arizona,2015,4,6828065,701,0.000102665,10.26645177,252,3.69065E-05,3.690650279,318,4.65725E-05,4.657249162,77,1.1277E-05,1.127698696,75,1.09841E-05,1.098407821,51,7.46917E-06,0.746917318,0.847695336,0.043946222,0.108358441,0.211288195,0.272512253,0.351934158,0.164265394
Arkansas,2015,5,2978204,208,6.98407E-05,6.984074966,8,2.68618E-06,0.268618268,147,4.93586E-05,4.935860673,38,1.27594E-05,1.275936773,46,1.54456E-05,1.544555041,24,8.05855E-06,0.805854804,0.8033158,0.15570431,0.04097989,0.210378081,0.266357339,0.363075679,0.160188901
California,2015,6,39144818,2130,5.44133E-05,5.441333256,609,1.55576E-05,1.55576148,1088,2.77942E-05,2.779422809,304,7.76603E-06,0.776603432,238,6.07999E-06,0.607998739,186,4.75159E-06,0.475158679,0.741838075,0.066745905,0.19141602,0.20729957,0.290538504,0.369542934,0.132618992
Colorado,2015,8,5456574,512,9.38318E-05,9.383177063,164,3.00555E-05,3.005548903,270,4.94816E-05,4.948159779,36,6.59755E-06,0.659754637,65,1.19122E-05,1.191223651,35,6.41428E-06,0.64142812,0.884957158,0.042734266,0.072308576,0.205365603,0.287040917,0.377102267,0.130491213
Connecticut,2015,9,3590886,692,0.00019271,19.27101,392,0.000109165,10.91652589,187,5.20763E-05,5.207628424,73,2.03292E-05,2.032924465,211,5.87599E-05,5.875987152,22,6.12662E-06,0.612662167,0.825612735,0.109714706,0.064672559,0.185815668,0.260421845,0.395613059,0.158149428
Delaware,2015,10,945934,138,0.000145888,14.58875566,66,6.97723E-05,6.97723097,37,3.91148E-05,3.911477968,14,1.48002E-05,1.480018691,40,4.22862E-05,4.22862483,13,1.3743E-05,1.37430307,0.719173124,0.21859179,0.062235086,0.191676306,0.263062508,0.375381855,0.169879332
District of Columbia,2015,11,672228,100,0.000148759,14.8759052,67,9.96686E-05,9.966856483,22,3.2727E-05,3.272699144,8,1.19007E-05,1.190072416,27,4.01649E-05,4.016494404,3,4.46277E-06,0.446277156,0.417575861,0.515817079,0.06660706,0.160939292,0.381935836,0.342250704,0.114874168
Florida,2015,12,20271272,1886,9.30381E-05,9.303806885,570,2.81186E-05,2.811861042,819,4.0402E-05,4.040200339,214,1.05568E-05,1.055681163,621,3.06345E-05,3.063448608,60,2.95985E-06,0.295985373,0.787650807,0.16371556,0.048633632,0.17900896,0.251756614,0.374561878,0.194672548
Georgia,2015,13,10214860,877,8.58553E-05,8.585531275,224,2.19288E-05,2.192883701,442,4.32703E-05,4.327029445,117,1.14539E-05,1.145390147,289,2.82921E-05,2.82921156,62,6.06959E-06,0.606958881,0.63430544,0.309045648,0.056648912,0.217644904,0.277886597,0.376690467,0.127778032
Hawaii,2015,15,1431603,65,4.54036E-05,4.540364892,15,1.04778E-05,1.047776513,38,2.65437E-05,2.654367167,11,7.68369E-06,0.768369443,13,9.08073E-06,0.908072978,1,6.98518E-07,0.069851768,0.256598356,0.016520608,0.726881036,0.194702759,0.273909471,0.365674098,0.165713672
Idaho,2015,16,1654930,91,5.49872E-05,5.498722,16,9.66808E-06,0.966808264,51,3.0817E-05,3.081701341,12,7.25106E-06,0.725106198,16,9.66808E-06,0.966808264,5,3.02128E-06,0.302127582,0.941639417,0.006985281,0.051375303,0.233018197,0.267811291,0.3518884,0.147282113
Illinois,2015,17,12859995,1440,0.000111975,11.19751602,855,6.64853E-05,6.648525136,296,2.30171E-05,2.301711626,105,8.16486E-06,0.816485543,296,2.30171E-05,2.301711626,122,9.48678E-06,0.94867844,0.781768739,0.14835263,0.069878631,0.20370702,0.27527121,0.378575684,0.142446087
Indiana,2015,18,6619680,564,8.52005E-05,8.520049308,242,3.65577E-05,3.655765838,163,2.46235E-05,2.462354676,37,5.58939E-06,0.558939405,125,1.88831E-05,1.8883088,88,1.32937E-05,1.329369395,0.869680012,0.093123911,0.037196077,0.2112359,0.270322957,0.372341355,0.146099788
Iowa,2015,19,3123899,183,5.85806E-05,5.858063913,46,1.47252E-05,1.472518798,81,2.59291E-05,2.592913535,26,8.32293E-06,0.832293234,49,1.56855E-05,1.568552632,21,6.72237E-06,0.672236842,0.93213529,0.030099906,0.037764804,0.207371115,0.268706857,0.363068574,0.160853454
Kansas,2015,20,2911641,167,5.7356E-05,5.735597211,21,7.21243E-06,0.721242763,87,2.98801E-05,2.988005733,26,8.92967E-06,0.892967231,39,1.33945E-05,1.339450846,9,3.09104E-06,0.309104041,0.876604823,0.060739864,0.062655313,0.220140495,0.276558707,0.356720855,0.146579944
Kentucky,2015,21,4425092,911,0.000205871,20.5871426,311,7.0281E-05,7.028102467,398,8.99416E-05,8.994163285,61,1.3785E-05,1.378502413,332,7.50267E-05,7.502668871,51,1.15252E-05,1.152518411,0.890496932,0.078998619,0.030504449,0.202693073,0.264054399,0.381228768,0.15202376
Louisiana,2015,22,4670724,296,6.33735E-05,6.337347272,127,2.71906E-05,2.719064539,111,2.37651E-05,2.376505227,17,3.63969E-06,0.363969269,40,8.56398E-06,0.85639828,44,9.42038E-06,0.942038108,0.640334612,0.322710997,0.036954391,0.2125574,0.282828296,0.364743754,0.139870549
Maine,2015,23,1329328,246,0.000185056,18.50559079,53,3.98698E-05,3.986976879,108,8.12441E-05,8.124405715,36,2.70814E-05,2.708135238,120,9.02712E-05,9.027117461,4,3.00904E-06,0.300903915,0.955887744,0.012247424,0.031864832,0.168907814,0.235707468,0.406920741,0.188463977
Maryland,2015,24,6006401,1100,0.000183138,18.31379557,406,6.75946E-05,6.759455454,404,6.72616E-05,6.726157644,184,3.0634E-05,3.063398531,360,5.99361E-05,5.993605822,182,3.0301E-05,3.030100721,0.613379597,0.299904288,0.086716115,0.199348355,0.270317364,0.388689342,0.141644939
Massachusetts,2015,25,6794422,1583,0.000232985,23.29852341,639,9.40477E-05,9.404773504,240,3.53231E-05,3.532309297,82,1.20687E-05,1.206872343,958,0.000140998,14.09980128,503,7.40313E-05,7.403131569,0.843807277,0.077030174,0.079162549,0.179352735,0.280236401,0.38630075,0.154110114
Michigan,2015,26,9922576,1332,0.000134239,13.42393346,654,6.59103E-05,6.591030394,392,3.95059E-05,3.950587025,174,1.75358E-05,1.753576894,462,4.65605E-05,4.656048994,55,5.54292E-06,0.554291547,0.804308635,0.143273834,0.05241753,0.195500375,0.262774036,0.383367641,0.158357948
Minnesota,2015,27,5489594,346,6.30283E-05,6.302834053,116,2.11309E-05,2.113088873,131,2.38633E-05,2.386333124,56,1.02011E-05,1.02011187,55,1.0019E-05,1.001895586,28,5.10056E-06,0.510055935,0.871705577,0.052970017,0.075324406,0.208235209,0.268534693,0.376338981,0.146891117
Mississippi,2015,28,2992333,157,5.24674E-05,5.246742258,40,1.33675E-05,1.33674962,77,2.57324E-05,2.573243018,13,4.34444E-06,0.434443626,36,1.20307E-05,1.203074658,14,4.67862E-06,0.467862367,0.603037377,0.371752811,0.025209812,0.215430238,0.273317633,0.364199385,0.147052743
Missouri,2015,29,6083672,716,0.000117692,11.76920781,310,5.09561E-05,5.095606732,245,4.02717E-05,4.027173063,63,1.03556E-05,1.035558788,192,3.15599E-05,3.155988686,51,8.38309E-06,0.838309495,0.841287095,0.116912095,0.04180081,0.20269563,0.2686526,0.371528013,0.157123757
Montana,2015,30,1032949,49,4.7437E-05,4.743699834,6,5.80861E-06,0.580861204,27,2.61388E-05,2.613875419,7,6.77671E-06,0.677671405,8,7.74482E-06,0.774481606,5,4.84051E-06,0.484051003,0.901066792,0.004260093,0.094673115,0.194908693,0.260847828,0.371778934,0.172464545
Nebraska,2015,31,1896190,60,3.16424E-05,3.16423987,6,3.16424E-06,0.316423987,33,1.74033E-05,1.740331929,12,6.32848E-06,0.632847974,14,7.38323E-06,0.738322636,4,2.10949E-06,0.210949325,0.903042751,0.047072808,0.049884441,0.222170121,0.274810761,0.355895267,0.147123851
Nevada,2015,32,2890845,476,0.000164658,16.46577385,87,3.0095E-05,3.009500682,289,9.99708E-05,9.997076979,64,2.21389E-05,2.213885559,34,1.17613E-05,1.176126703,57,1.97174E-05,1.971741826,0.78002378,0.085621045,0.134355174,0.206503112,0.271233578,0.376009707,0.146253604
New Hampshire,2015,33,1330608,386,0.000290093,29.009295,82,6.1626E-05,6.162596347,63,4.73468E-05,4.734677681,25,1.87884E-05,1.87884035,287,0.000215691,21.56908721,9,6.76383E-06,0.676382526,0.948233534,0.012430971,0.039335496,0.172913388,0.251539909,0.410934125,0.164612577
New Jersey,2015,34,8958013,879,9.81244E-05,9.812443898,513,5.72672E-05,5.726716405,245,2.73498E-05,2.734981519,56,6.25139E-06,0.625138633,247,2.75731E-05,2.757307899,70,7.81423E-06,0.781423291,0.744606111,0.145816703,0.109577186,0.19704578,0.257617632,0.394960126,0.150376462
New Mexico,2015,35,2085109,376,0.000180326,18.03263043,159,7.6255E-05,7.625500633,177,8.48876E-05,8.488764856,35,1.67857E-05,1.678569322,49,2.35E-05,2.349997051,10,4.79591E-06,0.479591235,0.835766099,0.023798805,0.140435096,0.211693541,0.271585538,0.358088724,0.158632196
New York,2015,36,19795791,2224,0.000112347,11.23471146,1072,5.41529E-05,5.415292574,727,3.6725E-05,3.672497856,259,1.30836E-05,1.308358933,675,3.40982E-05,3.409815753,163,8.23407E-06,0.82340736,0.717390227,0.174322903,0.108286869,0.18839006,0.281861063,0.379619817,0.150129059
North Carolina,2015,37,10042802,1189,0.000118393,11.83932532,394,3.92321E-05,3.923207886,563,5.60601E-05,5.606005177,110,1.09531E-05,1.095311846,304,3.02704E-05,3.027043648,52,5.17784E-06,0.517783782,0.723434356,0.219009567,0.057556078,0.202546321,0.265817993,0.380498279,0.151137408
North Dakota,2015,38,756927,36,4.75607E-05,4.756072911,5,6.60566E-06,0.660565682,16,2.11381E-05,2.113810182,3,3.96339E-06,0.396339409,7,9.24792E-06,0.924791955,12,1.58536E-05,1.585357637,0.905655889,0.012263025,0.082081086,0.207397914,0.310183858,0.34061189,0.141806338
Ohio,2015,39,11613423,2758,0.000237484,23.74838151,1458,0.000125544,12.55443808,717,6.17389E-05,6.173890334,113,9.73012E-06,0.973012005,1255,0.000108065,10.80646077,137,1.17967E-05,1.179669422,0.837734204,0.12368227,0.038583526,0.199771135,0.261323178,0.380084515,0.158821172
Oklahoma,2015,40,3911338,447,0.000114283,11.4283143,37,9.45968E-06,0.94596785,290,7.41434E-05,7.414342611,62,1.58514E-05,1.585135317,98,2.50554E-05,2.505536469,9,2.301E-06,0.230100288,0.760128818,0.07579456,0.164076622,0.218868285,0.278495445,0.355180946,0.147455325
Oregon,2015,41,4028977,340,8.43887E-05,8.43886674,103,2.55648E-05,2.556480218,154,3.82231E-05,3.822310229,71,1.76223E-05,1.762233937,34,8.43887E-06,0.843886674,26,6.45325E-06,0.645325104,0.888328443,0.019423796,0.092247761,0.189900001,0.267710803,0.378118358,0.164270838
Pennsylvania,2015,42,12802503,1387,0.000108338,10.83381898,667,5.20992E-05,5.209918717,474,3.7024E-05,3.702401007,91,7.10799E-06,0.710798506,433,3.38215E-05,3.382151131,106,8.27963E-06,0.827963094,0.839509985,0.112721089,0.047768926,0.185303611,0.261607967,0.382718788,0.170369634
Rhode Island,2015,44,1056298,258,0.000244249,24.42492554,46,4.35483E-05,4.354831686,97,9.18301E-05,9.183014642,30,2.84011E-05,2.840107621,138,0.000130645,13.06449506,47,4.4495E-05,4.44950194,0.864793405,0.071323726,0.063882869,0.174650225,0.280102349,0.384111701,0.161135726
South Carolina,2015,45,4896146,581,0.000118665,11.8664762,102,2.08327E-05,2.08327121,337,6.88296E-05,6.882964683,60,1.22545E-05,1.225453653,173,3.53339E-05,3.533391365,27,5.51454E-06,0.551454144,0.684085188,0.281678372,0.034236441,0.197984446,0.265568148,0.373996544,0.162450861
South Dakota,2015,46,858469,28,3.26162E-05,3.261620396,3,3.49459E-06,0.349459328,11,1.28135E-05,1.28135087,4,4.65946E-06,0.465945771,9,1.04838E-05,1.048377985,3,3.49459E-06,0.349459328,0.867977597,0.012936943,0.11908546,0.220788909,0.268102233,0.354451877,0.15665698
